,pwr,psd,mean,1stptile,99thptile,meantest,1stptiletest,99ptiletest,min,max,std,meanerror,minerror,maxerror,ptile1sterror,ptile99therror,stderror
0,Baseline,Baseline,2482.8559195402295,2477.5422999999996,2489.1011999999996,N/A,N/A,N/A,2476.56,2489.5799999999995,2.838817124768096,N/A,N/A,N/A,N/A,N/A,N/A
1,-35,-17.2,2483.206984126984,2477.381333333333,2489.2999999999997,PASS,PASS,PASS,2477.376666666666,2489.393333333333,3.7252770075617914,-0.014139547284707354,-0.03297584821955258,0.007497917988837351,0.006497030006987531,-0.007986818695845686,-31.226382110334445
2,-34,-16.2,2483.0882539682534,2477.7693333333336,2486.718666666667,PASS,PASS,PASS,2477.63,2486.7200000000003,2.992659838680747,-0.009357547741511952,-0.04320509093259052,0.11487881490047391,-0.009163651144685621,0.0957186205740652,-5.419254117160445
3,-33,-15.2,2482.494126984127,2477.8233333333333,2488.922666666667,PASS,PASS,PASS,2477.82,2489.01,3.966692283497353,0.01457162911690407,-0.05087702296735061,0.02289542814447635,-0.011343230480208272,0.007172602437087729,-39.730461990269745
4,-32,-14.2,2482.624285714285,2475.174666666666,2488.552666666667,PASS,PASS,PASS,2474.879999999999,2488.63,4.256453680766277,0.009329330152479953,0.06783603062315251,0.038159046907484936,0.09556379050859164,0.02203740584483551,-49.937579410438
5,-31,-13.2,2482.766349206349,2476.9113333333335,2488.3226666666665,PASS,PASS,PASS,2476.6800000000003,2488.4466666666667,3.9576544547330283,0.003607552624204952,-0.004845430758808412,0.045523073503673614,0.025467442742194726,0.031277689044268024,-39.41209598192524
6,-30,-12.2,2481.9996825396825,2476.601333333333,2488.0280000000002,PASS,PASS,PASS,2476.463333333333,2488.0666666666666,4.105352184751956,0.03448597213428244,0.003903263666812277,0.06078669226668221,0.03797984263140752,0.04311596491132464,-44.61488726884172
7,-29,-11.2,2480.491746031746,2474.753999999999,2485.87,PASS,PASS,PASS,2474.6333333333323,2486.0333333333333,3.889168808520018,0.09521992355163368,0.07779608273846153,0.14246044178801928,0.1125429826163056,0.12981392640844483,-36.9996247587708
8,-28,-10.2,2479.343333333333,2472.8246666666664,2485.078666666667,PASS,PASS,PASS,2472.72,2485.4066666666668,3.8730567887509464,0.14147362234161132,0.1550537842814285,0.1676320236077058,0.19041585418473772,0.1616058573003312,-36.43206372680092
9,-27,-9.2,2477.2590476190476,2471.666666666667,2482.4280000000003,PASS,PASS,PASS,2471.546666666667,2482.456666666667,3.617012755001182,0.2254207292954123,0.20243132947850512,0.28612590610996796,0.23715572215790803,0.26809677324486725,-27.412672110629778
10,-26,-8.2,2473.9106349206354,2469.106666666667,2478.7246666666665,PASS,PASS,PASS,2468.9500000000003,2478.8966666666665,2.8310064207800423,0.36028206667950946,0.30728106728686855,0.42912191346865497,0.3404839276944975,0.41687872447022645,0.2751393853414134
11,-25,-7.2,2465.257777777778,2460.101333333333,2468.4560000000006,FAIL,PASS,PASS,2459.8866666666663,2468.503333333334,2.31250665664732,0.7087862660073494,0.6732456848747307,0.8465952757760532,0.7039624173789709,0.8294238900370553,18.539780654725003
12,-24,-6.2,2451.4096825396823,2447.335333333333,2455.578,FAIL,PASS,PASS,2447.333333333333,2455.69,2.434678145455348,1.26653491058677,1.180131580364171,1.3612737891531674,1.2192311173321495,1.3467993989155458,14.236175193770615
13,-23,-5.2,2428.4252380952375,2423.864,2434.0019999999995,FAIL,FAIL,PASS,2423.78,2434.8399999999992,2.3941926431885356,2.1922609772326744,2.1311819620764183,2.1987644502285626,2.1665946934589,2.2136183133092424,15.662315043131983
14,-22,-4.2,2390.730317460317,2381.4986666666664,2397.292,FAIL,FAIL,PASS,2381.0699999999997,2397.7566666666667,3.9205640048853,3.710469115621176,3.8557515263106987,3.6883061935480215,3.876568861542071,3.6884478622243124,-38.10555004333265
15,-21,-3.2,2347.705873015873,2339.566,2353.382,FAIL,FAIL,PASS,2338.95,2353.42,4.15114266795734,5.443330217461168,5.556497722647548,5.469195607291167,5.569079486554068,5.452538450425381,-46.22790005525448
16,-20,-2.2,2296.785873015873,2288.7386666666666,2308.920666666667,FAIL,FAIL,PASS,2288.6,2310.2166666666667,5.1277063211929725,7.494194288922426,7.589559711858386,7.20456194753062,7.620601809032,7.238778934875478,-80.62827212273692
17,-19,-1.2,2240.7263492063485,2231.5106666666666,2250.1639999999993,FAIL,FAIL,PASS,2231.3033333333333,2250.343333333333,6.566489245044905,9.75205884595664,9.90311830388388,9.609519142452411,9.930471553738279,9.599336499456122,-131.3107522056858
18,-18,-0.2,2163.3579365079368,2150.666666666667,2179.8759999999997,FAIL,FAIL,PASS,2150.03,2180.24,8.911823698896422,12.868164460040706,13.184820880576273,12.425389021441358,13.193543994519597,12.423167045196873,-213.92736154585626
19,-17,0.8,1374.889365079365,1331.7373333333335,1393.3293333333336,FAIL,FAIL,PASS,1323.2733333333335,1393.986666666667,14.516785710152856,44.624681832767635,46.56808906978496,44.00715515602362,46.24764496116439,44.02279291282597,-411.3674136842731
20,-16,1.8,,,,PASS,PASS,PASS,,,,,,,,,
21,-15,2.8,,,,PASS,PASS,PASS,,,,,,,,,
22,-14,3.8,,,,PASS,PASS,PASS,,,,,,,,,
23,-13,4.8,,,,PASS,PASS,PASS,,,,,,,,,
24,-12,5.8,,,,PASS,PASS,PASS,,,,,,,,,
