,freq,alt,fail,mean,1stptile,99thptile,lastgood,limit
0,4030.0,50.0,NF,,,,6.8,N/A
1,4040.0,50.0,-7.2,*,*,,-8.2,N/A
2,4050.0,50.0,-7.2,*,,*,-8.2,N/A
3,4060.0,50.0,-5.2,*,*,,-6.2,N/A
4,4070.0,50.0,-7.2,*,*,,-8.2,N/A
5,4080.0,50.0,NF,,,,6.8,N/A
6,4090.0,50.0,-3.2,*,*,,-4.2,N/A
7,4100.0,50.0,-7.2,*,*,,-8.2,N/A
8,4110.0,50.0,5.8,*,,,4.8,N/A
9,4120.0,50.0,0.8,*,*,,-0.19999999999999996,N/A
10,4130.0,50.0,-7.2,*,*,*,-8.2,N/A
