,pwr,psd,mean,1stptile,99thptile,meantest,1stptiletest,99ptiletest,min,max,std,meanerror,minerror,maxerror,ptile1sterror,ptile99therror,stderror
0,Baseline,Baseline,99.15433879310345,98.9537,99.34402,N/A,N/A,N/A,98.9537,99.3862,0.10118042814135955,N/A,N/A,N/A,N/A,N/A,N/A
1,-25,-8.2,99.14783333333335,98.95597000000001,99.29538,PASS,PASS,PASS,98.95395,99.29575,0.10392546527840471,0.006560943120876221,-0.00025264340798605725,0.09100861085342245,-0.002294002144447339,0.048961175519176704,-2.7130119801529773
2,-24,-7.2,99.16671904761903,99.00061,99.39289000000001,PASS,PASS,PASS,98.9961,99.40500000000002,0.10048336613115591,-0.012485842441458533,-0.04284832199301356,-0.018916107065179096,-0.047406009072926934,-0.04919269423565502,0.6889296902655658
3,-23,-6.2,99.18364047619049,98.96679999999999,99.35338999999999,PASS,PASS,PASS,98.96185,99.35385,0.10216063529932573,-0.02955158941474323,-0.008236175100072605,0.032549790614801746,-0.013238514578024206,-0.00943187118861295,-0.9687715064782366
4,-22,-5.2,99.14762380952382,98.95241,99.27395,PASS,PASS,PASS,98.9521,99.2798,0.08461886405974808,0.006772253903723515,0.001616917811053322,0.10705711658158558,0.0013036399851621,0.07053268027607619,16.368347501429074
5,-21,-4.2,99.16380714285714,98.95135000000002,99.35816,PASS,PASS,PASS,98.95085000000002,99.37045,0.11264746921892248,-0.009549102811775003,0.002880134850926164,0.015847270546612148,0.0023748480349684107,-0.014233368047717012,-11.333260086172277
6,-20,-3.2,99.14826428571429,98.95331,99.31559,PASS,PASS,PASS,98.95235,99.32105,0.09965290655928917,0.006126315260730337,0.001364274403081626,0.06555236038806464,0.00039412371644101596,0.028617726562706215,1.5097006507387731
7,-19,-2.2,99.18062380952382,98.9526,99.34273999999999,PASS,PASS,PASS,98.95255,99.35095,0.10586040999713588,-0.02650919439362172,0.0011621596766927802,0.03546770074719115,0.0011116309950955686,0.001288451987355037,-4.625382538644632
8,-18,-1.2,99.16319523809526,98.96562,99.35231,PASS,PASS,PASS,98.96055,99.35955,0.10619922658000272,-0.008931979275548061,-0.006922429378588191,0.02681458794078415,-0.012046037692378844,-0.008344739824301806,-4.960246295490454
9,-17,-0.2,99.16887619047618,98.95204,99.38295,PASS,PASS,PASS,98.95195,99.4101,0.1096142493235338,-0.014661383001169937,0.0017685038558449561,-0.0240476041945437,0.001677552228972848,-0.03918705927140201,-8.335427450841895
10,-16,0.8,99.16869285714289,98.95297000000001,99.31884,PASS,PASS,PASS,98.95295,99.32535,0.113041043747076,-0.014476486066221551,0.0007579302239294495,0.061225803984861146,0.0007377187512848205,0.025346266438589837,-11.722242951122864
11,-15,1.8,99.1570857142857,98.95373000000001,99.29303,PASS,PASS,PASS,98.95355,99.29505,0.09955184345713591,-0.0027703489486046325,0.00015158604477727325,0.09171293398882234,-3.031720896694354e-05,0.05132669283968855,1.6095846935420524
12,-14,2.8,99.1573,98.95151,99.37073,PASS,PASS,PASS,98.9514,99.39405,0.10217437912705844,-0.0029864622492582426,0.0023243193533855604,-0.007898480875605051,0.0022131562538831836,-0.02688636920470325,-0.982354990937811
13,-13,3.8,99.15995476190476,98.986,99.30899,PASS,PASS,PASS,98.9859,99.31615,0.08946159497902029,-0.0056638659181889725,-0.03254047094752709,0.07048262233590684,-0.032641528310721514,0.035261307122468076,11.58211462197693
14,-12,4.8,99.16955476190476,98.95261,99.32029,PASS,PASS,PASS,98.9526,99.3276,0.1005338374687349,-0.01534574178651332,0.0011116309950955686,0.0589619081924839,0.0011015252587732542,0.023886691921668233,0.6390471798768222
15,-11,5.8,99.18700714285714,98.95315,99.37450000000001,PASS,PASS,PASS,98.95025,99.39360000000002,0.12151226304957592,-0.0329469694935469,0.003486479030092701,-0.007445701717158198,0.0005558154975549649,-0.030681262948702284,-20.094632214651917
