time,rfon,pwr,alt
5.017764568328857 ,0, -35 , 99.1246
5.582523345947266 ,0, -35 , 99.12294999999999
6.549706697463989 ,0, -35 , 98.95370000000001
7.518022298812866 ,0, -35 , 99.16260000000001
8.482490062713623 ,0, -35 , 99.1279
9.449380159378052 ,0, -35 , 99.3022
10.415800333023071 ,0, -35 , 99.19234999999999
11.383752584457397 ,0, -35 , 99.24284999999999
12.349200248718262 ,0, -35 , 99.2493
13.31529688835144 ,0, -35 , 99.1885
14.282563209533691 ,0, -35 , 99.1532
15.250436782836914 ,0, -35 , 99.1562
16.215961456298828 ,0, -35 , 99.11959999999999
17.181819677352905 ,0, -35 , 99.1054
18.148808479309082 ,0, -35 , 98.97399999999999
19.116588354110718 ,0, -35 , 98.96535
20.081777095794678 ,0, -35 , 99.1111
21.048315286636353 ,0, -35 , 99.3862
22.014600038528442 ,0, -35 , 99.18314999999998
22.98286771774292 ,0, -35 , 99.30510000000001
23.94797921180725 ,0, -35 , 99.26244999999999
24.914551258087158 ,0, -35 , 99.15634999999999
25.88227605819702 ,0, -35 , 99.25825
26.84827971458435 ,0, -35 , 99.1719
27.81482243537903 ,0, -35 , 99.1006
28.781294107437134 ,0, -35 , 99.09495000000001
29.749114751815796 ,0, -35 , 99.1025
30.71419072151184 ,0, -35 , 98.95504999999999
31.681077003479004 ,0, -35 , 98.95415000000001
32.64772820472717 ,0, -35 , 99.13579999999999
33.613755226135254 ,0, -35 , 99.23195
34.58162188529968 ,0, -35 , 99.2328
35.5468635559082 ,0, -35 , 99.17005
36.51282095909119 ,0, -35 , 99.23125000000002
37.48103380203247 ,0, -35 , 99.20805000000001
38.448058128356934 ,0, -35 , 99.3122
39.41380167007446 ,0, -35 , 99.17249999999999
40.380218267440796 ,0, -35 , 99.10679999999999
41.34605669975281 ,0, -35 , 99.12065000000001
42.314072370529175 ,0, -35 , 99.1243
43.28013610839844 ,0, -35 , 98.95370000000001
44.24693703651428 ,0, -35 , 99.16040000000001
45.21260190010071 ,0, -35 , 99.245
46.18003177642822 ,0, -35 , 99.29615
47.14709138870239 ,0, -35 , 99.11819999999999
48.11242175102234 ,0, -35 , 99.28909999999999
49.07905554771423 ,0, -35 , 99.22554999999998
50.04687523841858 ,0, -35 , 99.24159999999999
51.01211762428284 ,0, -35 , 99.22
51.97842717170715 ,0, -35 , 99.17925
52.94518828392029 ,0, -35 , 99.123
53.9135262966156 ,0, -35 , 99.11225
54.87831449508667 ,0, -35 , 98.97595000000001
55.84475588798523 ,0, -35 , 98.95965
56.811954498291016 ,0, -35 , 99.10425
57.778401613235474 ,0, -35 , 99.16555
58.74460482597351 ,0, -35 , 99.13385000000001
59.7108473777771 ,0, -35 , 99.21940000000001
62.694639682769775 ,1, -25 , 99.2688
63.577226400375366 ,1, -25 , 99.2939
64.54379105567932 ,1, -25 , 99.10925000000002
65.51196789741516 ,1, -25 , 99.09725
66.47761082649231 ,1, -25 , 99.09715000000001
67.44468331336975 ,1, -25 , 98.95395
68.41090250015259 ,1, -25 , 99.1514
69.376788854599 ,1, -25 , 99.1228
70.343674659729 ,1, -25 , 99.26725
71.31015110015869 ,1, -25 , 99.1521
72.27716517448425 ,1, -25 , 99.22885000000001
73.24327802658081 ,1, -25 , 99.22845
74.21188640594482 ,1, -25 , 99.29575
75.17635726928711 ,1, -25 , 99.18875
76.14326572418213 ,1, -25 , 99.09719999999999
77.10949373245239 ,1, -25 , 99.1008
78.0771210193634 ,1, -25 , 99.11235
79.04311227798462 ,1, -25 , 98.96405000000001
80.00921607017517 ,1, -25 , 98.9855
80.97609829902649 ,1, -25 , 99.11145
81.94305801391602 ,1, -25 , 99.27749999999999
82.91408658027649 ,0, -35 , 99.21595
83.39347124099731 ,0, -35 , 99.1172
83.87651777267456 ,0, -35 , 99.35610000000001
84.35916757583618 ,0, -35 , 99.31115
84.84331631660461 ,0, -35 , 99.29435
85.32594704627991 ,0, -35 , 99.25444999999998
85.80886578559875 ,0, -35 , 99.27499999999999
86.2924394607544 ,0, -35 , 99.24055
86.77575850486755 ,0, -35 , 99.19765
87.26044726371765 ,0, -35 , 99.22305
87.74217247962952 ,0, -35 , 99.10265000000001
88.22573137283325 ,0, -35 , 99.1098
88.70869660377502 ,0, -35 , 99.1169
89.19238638877869 ,0, -35 , 99.12195
89.67628455162048 ,0, -35 , 99.12315
90.15889859199524 ,0, -35 , 99.12225000000001
90.64193773269653 ,0, -35 , 99.05924999999999
91.1251916885376 ,0, -35 , 98.95475
91.6083071231842 ,0, -35 , 98.9512
92.09306287765503 ,0, -35 , 99.0294
92.57499408721924 ,0, -35 , 99.22809999999998
95.08075284957886 ,1, -24 , 99.11959999999999
95.95894050598145 ,1, -24 , 99.34445000000001
96.92355728149414 ,1, -24 , 99.2479
97.89121913909912 ,1, -24 , 99.23209999999999
98.85721349716187 ,1, -24 , 99.232
99.82545685768127 ,1, -24 , 99.12485
100.79091954231262 ,1, -24 , 99.1206
101.7576060295105 ,1, -24 , 99.1084
102.72367739677429 ,1, -24 , 99.01865000000001
103.69078874588013 ,1, -24 , 98.99610000000001
104.65888142585754 ,1, -24 , 99.10745
105.62328100204468 ,1, -24 , 99.2579
106.58981037139893 ,1, -24 , 99.24725
107.55703854560852 ,1, -24 , 99.40500000000002
108.52329421043396 ,1, -24 , 99.1981
109.48969674110413 ,1, -24 , 99.17099999999999
110.4562292098999 ,1, -24 , 99.15500000000002
111.42404627799988 ,1, -24 , 99.14305
112.3890860080719 ,1, -24 , 99.10329999999999
113.35635900497437 ,1, -24 , 99.09549999999999
114.32294487953186 ,1, -24 , 99.07289999999999
115.29528832435608 ,0, -35 , 98.95275000000001
115.77197480201721 ,0, -35 , 99.11505
116.25570702552795 ,0, -35 , 99.12890000000002
116.74068212509155 ,0, -35 , 99.1243
117.22219061851501 ,0, -35 , 99.2267
117.70537376403809 ,0, -35 , 99.3378
118.18898010253906 ,0, -35 , 99.27570000000001
118.67204999923706 ,0, -35 , 99.1047
119.15602517127991 ,0, -35 , 99.14885
119.6389467716217 ,0, -35 , 99.3448
120.12211465835571 ,0, -35 , 99.17775
120.60585951805115 ,0, -35 , 99.17405000000001
121.08894968032837 ,0, -35 , 99.2471
121.57312750816345 ,0, -35 , 99.29140000000001
122.05580496788025 ,0, -35 , 99.23325
122.53830361366272 ,0, -35 , 99.25995
123.02148485183716 ,0, -35 , 99.1596
123.50482201576233 ,0, -35 , 99.09670000000001
123.98972940444946 ,0, -35 , 99.09430000000002
124.4718406200409 ,0, -35 , 99.0968
124.95492434501648 ,0, -35 , 99.10130000000001
127.46257710456848 ,1, -23 , 99.11425
128.33802795410156 ,1, -23 , 99.11655000000002
129.30441069602966 ,1, -23 , 99.24674999999999
130.27244782447815 ,1, -23 , 99.17694999999999
131.23751020431519 ,1, -23 , 99.35385000000001
132.20440316200256 ,1, -23 , 99.2857
133.17080974578857 ,1, -23 , 99.2739
134.13892459869385 ,1, -23 , 99.24950000000001
135.1041226387024 ,1, -23 , 99.1556
136.07004070281982 ,1, -23 , 99.11995
137.03712344169617 ,1, -23 , 99.12355
138.00445914268494 ,1, -23 , 98.96185
138.97040557861328 ,1, -23 , 98.98660000000001
139.93589282035828 ,1, -23 , 99.13345
140.90361309051514 ,1, -23 , 99.21489999999999
141.87109684944153 ,1, -23 , 99.10590000000002
142.83666944503784 ,1, -23 , 99.35155
143.8027069568634 ,1, -23 , 99.25099999999999
144.76973152160645 ,1, -23 , 99.22565
145.73637461662292 ,1, -23 , 99.23725
146.7025158405304 ,1, -23 , 99.17174999999999
147.67431020736694 ,0, -35 , 99.1236
148.152813911438 ,0, -35 , 99.12174999999999
148.63519191741943 ,0, -35 , 99.11760000000001
149.11894130706787 ,0, -35 , 99.11184999999999
149.6030149459839 ,0, -35 , 98.97705
150.08595323562622 ,0, -35 , 98.9521
150.56877851486206 ,0, -35 , 99.03060000000002
151.05316543579102 ,0, -35 , 99.18550000000002
151.5359823703766 ,0, -35 , 99.10685000000001
152.01905035972595 ,0, -35 , 99.2077
152.50199723243713 ,0, -35 , 99.24900000000001
152.98497986793518 ,0, -35 , 99.23604999999999
153.4698793888092 ,0, -35 , 99.12505
153.9522385597229 ,0, -35 , 99.1157
154.43500638008118 ,0, -35 , 99.23010000000001
154.9190034866333 ,0, -35 , 99.23360000000001
155.40135502815247 ,0, -35 , 99.23595
155.88621520996094 ,0, -35 , 99.15875000000001
156.3684630393982 ,0, -35 , 99.2328
156.8517701625824 ,0, -35 , 99.1262
157.335373878479 ,0, -35 , 99.20964999999998
159.832946062088 ,1, -22 , 99.10709999999999
160.71811175346375 ,1, -22 , 99.09665
161.68443727493286 ,1, -22 , 98.9521
162.65119910240173 ,1, -22 , 99.20949999999999
163.6178891658783 ,1, -22 , 99.23155
164.58377504348755 ,1, -22 , 99.16865000000001
165.550954580307 ,1, -22 , 99.1397
166.5167806148529 ,1, -22 , 99.24585000000002
167.48509407043457 ,1, -22 , 99.13510000000001
168.45010471343994 ,1, -22 , 99.27980000000001
169.41687154769897 ,1, -22 , 99.1671
