,pwr,psd,mean,1stptile,99thptile,meantest,1stptiletest,99ptiletest,min,max,std,meanerror,minerror,maxerror,ptile1sterror,ptile99therror,stderror
0,Baseline,Baseline,1989.3642528735631,1983.4362666666666,1994.5892333333331,N/A,N/A,N/A,1983.2766666666669,1995.0433333333333,2.839069583274719,N/A,N/A,N/A,N/A,N/A,N/A
1,-50,-32.2,1989.6571428571426,1985.5466666666666,1993.2386666666664,PASS,PASS,PASS,1985.54,1993.2766666666664,2.5439779186921765,-0.014722793131343451,-0.11412090765617305,0.08855279668111865,-0.10640120055618091,0.06771151894817391,10.393956749808494
2,-49,-31.2,1990.0839682539684,1985.6453333333334,1993.9019999999998,PASS,PASS,PASS,1985.41,1993.9266666666665,2.4371968458884234,-0.03617815990036027,-0.10756609852717869,0.05597205073240454,-0.1113757322981348,0.034454880325651235,14.155085868756915
3,-48,-30.2,1989.8058730158725,1985.2659999999996,1993.369333333333,PASS,PASS,PASS,1985.0966666666664,1993.5266666666664,2.4494035339156133,-0.02219905890394237,-0.09176732780597839,0.07602174054699959,-0.09225067445237588,0.06116046249589798,13.7251320522284
4,-47,-29.2,1990.399365079365,1986.845333333333,1993.1979999999999,PASS,PASS,PASS,1986.8099999999995,1993.29,1.936899188292614,-0.052032311544086024,-0.1781563506856139,0.08788447368728818,-0.17187679402452408,0.06975036815015105,31.77697370634707
5,-46,-28.2,1992.128253968254,1987.857333333333,1996.3220000000001,PASS,PASS,PASS,1987.853333333333,1996.5866666666668,2.564727106784594,-0.13893891431387762,-0.2307628957465747,-0.07735838653463775,-0.22289935608046021,-0.08687335907109041,9.663112102158667
6,-45,-27.2,1993.9838095238097,1987.7093333333332,2001.7526666666665,PASS,PASS,PASS,1987.3133333333333,2002.303333333333,3.4652765298848975,-0.23221271034571692,-0.20353522705689434,-0.36390187013480557,-0.21543755846755228,-0.3591432869294068,-22.056766424438297
7,-44,-26.2,2007.5409523809524,2001.527333333333,2014.929333333333,FAIL,PASS,PASS,2001.383333333333,2015.2966666666664,3.888573737797149,-0.913693883919632,-0.912967261249453,-1.0151826276120872,-0.9121072842471499,-1.0197638521294816,-36.96648228367414
8,-43,-25.2,2018.8225396825396,2011.5386666666668,2028.8439999999996,FAIL,PASS,PASS,2011.3366666666668,2029.5233333333329,4.089033423515133,-1.4807889890664858,-1.414830339690375,-1.7282832620176787,-1.416854197550229,-1.7173845167819495,-44.02723510561673
9,-42,-24.2,2029.1622222222225,2023.4653333333333,2037.0886666666663,FAIL,PASS,FAIL,2023.25,2037.1133333333328,4.2908241028362974,-2.000537070633124,-2.015519771153115,-2.1087261262495294,-2.0181675277088167,-2.1307361246660617,-51.134869258366514
10,-41,-23.2,2025.054126984127,2015.0506666666663,2037.2553333333333,FAIL,PASS,FAIL,2014.6466666666663,2038.05,6.32566473492116,-1.7940341523183134,-1.5817258644364345,-2.1556758165653873,-1.5939206382028295,-2.1390920640184685,-122.8076681243168
11,-40,-22.2,1996.874761904762,1981.8393333333333,2014.9913333333332,PASS,PASS,PASS,1980.54,2015.8666666666663,9.389947436335474,-0.3775331249845349,0.13798713576691635,-1.0437534355978753,0.08051346847746395,-1.0228722615685775,-230.74030631910958
12,-39,-21.2,1918.895873015873,1886.658,1951.1679999999997,FAIL,FAIL,PASS,1883.76,1953.993333333333,15.923363823317446,3.542256263824047,5.017790424264232,2.0575994172223586,4.879323237812466,2.1769511540362845,-460.86557078853536
13,-38,-20.2,1834.2668253968254,1809.657333333333,1855.8613333333333,FAIL,FAIL,PASS,1809.0366666666664,1857.3233333333333,12.332663246489872,7.796331277829347,8.785461097207842,6.903108203163508,8.7615083102914,6.955211513307905,-334.39101736508997
14,-37,-19.2,1752.9150793650795,1731.8253333333332,1772.7800000000002,FAIL,FAIL,PASS,1731.3233333333333,1773.2700000000002,11.994979070846826,11.885665139852673,12.703892380118436,11.116216356202777,12.68560717386634,11.120547009202895,-322.4968328184208
15,-36,-18.2,1709.544126984127,1694.484,1725.9039999999998,FAIL,FAIL,PASS,1694.1333333333332,1725.9066666666663,8.679599959084245,14.065806474869868,14.579072007099377,13.490266710998775,14.568265767988379,13.47070508769918,-205.71987422276484
16,-35,-17.2,1655.3587301587297,1631.5493333333334,1669.3666666666666,FAIL,FAIL,PASS,1631.35,1670.2333333333331,11.561655998082164,16.78956089777801,17.744708672348636,16.280849371692856,17.7412775619309,16.305240258574873,-307.23397785644954
