         pwr       psd       mean   1stptile  99thptile meantest 1stptiletest 99ptiletest       min       max       std meanerror  minerror  maxerror ptile1sterror ptile99therror   stderror
0   Baseline  Baseline  45.650753  45.445728  45.804464      N/A          N/A         N/A  45.42930  45.81665  0.061432       N/A       N/A       N/A           N/A            N/A        N/A
1        -15     -43.5  45.639531  45.430607  45.746898     PASS         PASS        PASS  45.42540  45.76010  0.069927  0.024582  0.008585  0.123427      0.033272       0.125678 -13.827586
2        -14     -42.5  45.654693  45.525318  45.732125     PASS         PASS        PASS  45.52050  45.73440  0.048690 -0.008631 -0.200751   0.17952     -0.175132       0.157931  20.742255
3        -13     -41.5  45.659508  45.554819  45.777562     PASS         PASS        PASS  45.55160  45.78855  0.051661 -0.019179  -0.26921  0.061331     -0.240047       0.058732  15.906672
4        -12     -40.5  45.644814  45.492689  45.734914     PASS         PASS        PASS  45.48410  45.73885  0.060761  0.013009 -0.120627  0.169807     -0.103336       0.151841   1.092993
5        -11     -39.5  45.641480  45.432859  45.726011     PASS         PASS        PASS  45.43085  45.73005  0.068361  0.020313 -0.003412  0.189014      0.028316       0.171277 -11.278708
6        -10     -38.5  45.661963  45.541044  45.835685     PASS         PASS        PASS  45.53270  45.87525  0.063989 -0.024556 -0.227606 -0.127901     -0.209736      -0.068161  -4.161116
7         -9     -37.5  45.648967  45.478078  45.779168     PASS         PASS        PASS  45.45110  45.81535  0.062976  0.003913 -0.047987  0.002837     -0.071185       0.055227  -2.513117
8         -8     -36.5  45.657375  45.493614  45.792648     PASS         PASS        PASS  45.47375  45.79560  0.059909 -0.014506 -0.097844  0.045944     -0.105372       0.025797   2.480545
9         -7     -35.5  45.665733  45.515754  45.805448     PASS         PASS        PASS  45.49755  45.81740  0.056216 -0.032815 -0.150233 -0.001637     -0.154088      -0.002149   8.490626
10        -6     -34.5  45.660542  45.481549  45.770132     PASS         PASS        PASS  45.43815  45.78850  0.059152 -0.021443 -0.019481  0.061441     -0.078821       0.074953   3.711538
11        -5     -33.5  45.656942  45.545387  45.734279     PASS         PASS        PASS  45.53360  45.73760  0.042984 -0.013557 -0.229588  0.172536     -0.219295       0.153227  30.030109
12        -4     -32.5  45.658573  45.471838  45.785221     PASS         PASS        PASS  45.43090  45.82165  0.058733 -0.017129 -0.003522 -0.010913     -0.057455        0.04201   4.393914
13        -3     -31.5  45.629430  45.476464  45.702012     PASS         PASS        PASS  45.46730  45.70275  0.059412  0.046709 -0.083646    0.2486     -0.067632       0.223673   3.288281
14        -2     -30.5  45.640455  45.486045  45.774412     PASS         PASS        PASS  45.45960  45.79565  0.063092  0.022559 -0.066697  0.045835     -0.088716       0.065609  -2.701429
15        -1     -29.5  45.655367  45.548846  45.750061     PASS         PASS        PASS  45.54530  45.76685  0.045971 -0.010107 -0.255342  0.108694     -0.226906       0.118773   25.16824
16         0     -28.5  45.673385  45.564348  45.857001     PASS         PASS        PASS  45.55215  45.90040  0.063922 -0.049576  -0.27042 -0.182794     -0.261015        -0.1147  -4.051857
17         1     -27.5  45.664625  45.528716  45.799527     PASS         PASS        PASS  45.51945  45.83245  0.059567 -0.030387  -0.19844 -0.034485      -0.18261       0.010778   3.035757
18         2     -26.5  45.664274  45.528542  45.773739     PASS         PASS        PASS  45.51370  45.77995  0.060634 -0.029618 -0.185783  0.080102     -0.182227        0.06708   1.298924
19         3     -25.5  45.650613  45.498579  45.772026     PASS         PASS        PASS  45.47525  45.77385  0.062542  0.000306 -0.101146  0.093416     -0.116296        0.07082  -1.805982
