         pwr       psd         mean     1stptile    99thptile meantest 1stptiletest 99ptiletest          min          max       std meanerror  minerror  maxerror ptile1sterror ptile99therror   stderror
0   Baseline  Baseline  1987.746694  1984.804000  1992.316000      N/A          N/A         N/A  1984.230000  1992.646667  1.921946       N/A       N/A       N/A           N/A            N/A        N/A
1        -15     -43.5  1987.801508  1983.614300  1992.881133     PASS         PASS        PASS  1983.520000  1992.916667  2.363120 -0.002758  0.035782  -0.01355       0.05994      -0.028366 -22.954542
2        -14     -42.5  1987.628810  1983.499300  1991.182233     PASS         PASS        PASS  1983.473333  1991.336667  1.884207  0.005931  0.038134  0.065742      0.065734       0.056907    1.96357
3        -13     -41.5  1987.743492  1983.837133  1992.310933     PASS         PASS        PASS  1983.626667  1992.436667  2.044828  0.000161  0.030406  0.010539      0.048713       0.000254  -6.393619
4        -12     -40.5  1987.818333  1984.061467  1991.732733     PASS         PASS        PASS  1983.810000  1991.866667  2.154217 -0.003604  0.021167  0.039144      0.037411       0.029276  -12.08522
5        -11     -39.5  1987.950397  1984.467567  1993.154133     PASS         PASS        PASS  1983.993333  1993.886667  2.257529 -0.010248  0.011927 -0.062229       0.01695      -0.042068   -17.4606
6        -10     -38.5  1987.938175  1984.390700  1992.232300     PASS         PASS        PASS  1984.280000  1992.356667  2.131441 -0.009633  -0.00252  0.014554      0.020823       0.004201 -10.900149
7         -9     -37.5  1987.912619  1984.448133  1993.145967     PASS         PASS        PASS  1984.060000  1994.076667  1.963025 -0.008347  0.008568 -0.071764       0.01793      -0.041658   -2.13738
8         -8     -36.5  1987.153730  1984.044700  1991.335133     PASS         PASS        PASS  1983.770000  1992.026667  1.888932  0.029831  0.023183  0.031114      0.038256       0.049232   1.717706
9         -7     -35.5  1988.169603  1984.754033  1992.300533     PASS         PASS        PASS  1984.233333  1992.743333  1.866042 -0.021276 -0.000168 -0.004851      0.002517       0.000776   2.908707
10        -6     -34.5  1987.403095  1984.245267  1991.979467     PASS         PASS        PASS  1983.783333  1992.356667  1.813940  0.017286  0.022511  0.014554      0.028151       0.016892   5.619619
11        -5     -33.5  1987.611667  1983.773600  1991.684567     PASS         PASS        PASS  1983.516667  1991.743333  2.061013  0.006793   0.03595  0.045333      0.051914       0.031693  -7.235772
12        -4     -32.5  1987.829524  1983.759600  1991.554867     PASS         PASS        PASS  1983.666667  1991.956667  1.977297 -0.004167  0.028391  0.034627       0.05262       0.038203  -2.879948
13        -3     -31.5  1987.791349  1984.052267  1992.763300     PASS         PASS        PASS  1983.850000  1993.256667  2.214688 -0.002247  0.019151 -0.030613      0.037874      -0.022451 -15.231546
14        -2     -30.5  1987.909444  1982.960733  1991.510567     PASS         PASS        PASS  1982.220000  1991.596667  2.062072 -0.008188  0.101299  0.052694      0.092869       0.040427  -7.290857
15        -1     -29.5  1987.389524  1982.951100  1991.827133     PASS         PASS        PASS  1982.113333  1992.846667  1.974896  0.017969  0.106674 -0.010037      0.093354       0.024538  -2.755041
16         0     -28.5  1987.613175  1983.735800  1990.683433     PASS         PASS        PASS  1983.443333  1990.706667  1.851397  0.006717  0.039646  0.097358      0.053819       0.081943   3.670702
17         1     -27.5  1987.948968  1984.221467  1992.015767     PASS         PASS        PASS  1984.106667  1992.080000  1.987755 -0.010176  0.006216  0.028438       0.02935        0.01507  -3.424106
18         2     -26.5  1987.539603  1983.466700  1993.145867     PASS         PASS        PASS  1983.246667  1993.643333  2.266402  0.010418  0.049557 -0.050017      0.067377      -0.041653 -17.922244
19         3     -25.5  1987.249206  1983.888633  1991.587367     PASS         PASS        PASS  1983.343333  1992.433333  1.711216  0.025028  0.044686  0.010706      0.046119       0.036572  10.964384
